order_details_id,order_id,order_date,order_time,item_id,menu_item_id,item_name,category,price
12024,5282,2023-03-30,"5:01:37 PM",102,102,Cheeseburger,American,13.95
12027,5284,2023-03-30,"5:11:39 PM",102,102,Cheeseburger,American,13.95
12031,5285,2023-03-30,"5:34:44 PM",102,102,Cheeseburger,American,13.95
12047,5293,2023-03-30,"6:45:13 PM",102,102,Cheeseburger,American,13.95
12080,5312,2023-03-31,"12:06:28 PM",102,102,Cheeseburger,American,13.95
12096,5317,2023-03-31,"1:04:13 PM",102,102,Cheeseburger,American,13.95
12097,5317,2023-03-31,"1:04:13 PM",102,102,Cheeseburger,American,13.95
12137,5330,2023-03-31,"2:48:47 PM",102,102,Cheeseburger,American,13.95
12172,5346,2023-03-31,"5:30:58 PM",102,102,Cheeseburger,American,13.95
12193,5354,2023-03-31,"6:50:19 PM",102,102,Cheeseburger,American,13.95
74,28,2023-01-01,"3:35:46 PM",103,103,"Hot Dog",American,9
105,43,2023-01-01,"5:38:34 PM",103,103,"Hot Dog",American,9
243,104,2023-01-02,"6:02:12 PM",103,103,"Hot Dog",American,9
452,191,2023-01-03,"8:24:50 PM",103,103,"Hot Dog",American,9
457,193,2023-01-03,"8:55:47 PM",103,103,"Hot Dog",American,9
468,198,2023-01-03,"9:55:42 PM",103,103,"Hot Dog",American,9
469,199,2023-01-03,"10:10:38 PM",103,103,"Hot Dog",American,9
482,205,2023-01-04,"11:43:54 AM",103,103,"Hot Dog",American,9
490,208,2023-01-04,"12:12:05 PM",103,103,"Hot Dog",American,9
523,224,2023-01-04,"4:39:58 PM",103,103,"Hot Dog",American,9
544,234,2023-01-04,"6:36:09 PM",103,103,"Hot Dog",American,9
566,246,2023-01-04,"8:30:48 PM",103,103,"Hot Dog",American,9
588,257,2023-01-05,"11:59:04 AM",103,103,"Hot Dog",American,9
597,265,2023-01-05,"1:04:42 PM",103,103,"Hot Dog",American,9
607,269,2023-01-05,"1:49:34 PM",103,103,"Hot Dog",American,9
613,271,2023-01-05,"2:22:19 PM",103,103,"Hot Dog",American,9
635,279,2023-01-05,"4:07:03 PM",103,103,"Hot Dog",American,9
661,291,2023-01-05,"5:44:39 PM",103,103,"Hot Dog",American,9
677,298,2023-01-05,"7:10:36 PM",103,103,"Hot Dog",American,9
710,312,2023-01-06,"12:05:21 PM",103,103,"Hot Dog",American,9
751,330,2023-01-06,"1:27:11 PM",103,103,"Hot Dog",American,9
768,333,2023-01-06,"2:16:36 PM",103,103,"Hot Dog",American,9
814,355,2023-01-06,"6:14:45 PM",103,103,"Hot Dog",American,9
816,356,2023-01-06,"6:16:05 PM",103,103,"Hot Dog",American,9
851,374,2023-01-07,"11:55:59 AM",103,103,"Hot Dog",American,9
882,388,2023-01-07,"1:04:56 PM",103,103,"Hot Dog",American,9
930,406,2023-01-07,"4:50:49 PM",103,103,"Hot Dog",American,9
981,431,2023-01-08,"11:17:13 AM",103,103,"Hot Dog",American,9
1000,439,2023-01-08,"12:13:08 PM",103,103,"Hot Dog",American,9
1004,440,2023-01-08,"12:16:34 PM",103,103,"Hot Dog",American,9
1059,457,2023-01-08,"1:59:04 PM",103,103,"Hot Dog",American,9
1099,478,2023-01-08,"5:35:56 PM",103,103,"Hot Dog",American,9
1251,552,2023-01-09,"7:31:25 PM",103,103,"Hot Dog",American,9
1255,554,2023-01-09,"8:15:51 PM",103,103,"Hot Dog",American,9
1268,562,2023-01-09,"10:04:05 PM",103,103,"Hot Dog",American,9
1288,569,2023-01-10,"12:37:10 PM",103,103,"Hot Dog",American,9
1302,576,2023-01-10,"1:44:22 PM",103,103,"Hot Dog",American,9
1471,652,2023-01-11,"4:03:38 PM",103,103,"Hot Dog",American,9
1591,711,2023-01-12,"4:21:10 PM",103,103,"Hot Dog",American,9
1779,792,2023-01-14,"12:37:48 PM",103,103,"Hot Dog",American,9
1818,802,2023-01-14,"1:23:47 PM",103,103,"Hot Dog",American,9
1864,827,2023-01-14,"6:09:48 PM",103,103,"Hot Dog",American,9
1895,838,2023-01-14,"8:33:57 PM",103,103,"Hot Dog",American,9
1938,859,2023-01-15,"1:05:13 PM",103,103,"Hot Dog",American,9
1963,871,2023-01-15,"2:45:22 PM",103,103,"Hot Dog",American,9
2078,927,2023-01-16,"1:59:21 PM",103,103,"Hot Dog",American,9
2143,953,2023-01-16,"7:12:08 PM",103,103,"Hot Dog",American,9
2180,971,2023-01-16,"9:46:20 PM",103,103,"Hot Dog",American,9
2265,1010,2023-01-17,"7:15:11 PM",103,103,"Hot Dog",American,9
2420,1077,2023-01-18,"8:13:25 PM",103,103,"Hot Dog",American,9
2487,1100,2023-01-19,"1:34:27 PM",103,103,"Hot Dog",American,9
2500,1105,2023-01-19,"3:13:54 PM",103,103,"Hot Dog",American,9
2510,1112,2023-01-19,"4:46:00 PM",103,103,"Hot Dog",American,9
2610,1152,2023-01-20,"12:44:23 PM",103,103,"Hot Dog",American,9
2704,1199,2023-01-20,"10:10:20 PM",103,103,"Hot Dog",American,9
2705,1200,2023-01-20,"10:14:41 PM",103,103,"Hot Dog",American,9
2804,1240,2023-01-21,"6:40:50 PM",103,103,"Hot Dog",American,9
2820,1245,2023-01-21,"7:26:35 PM",103,103,"Hot Dog",American,9
2886,1274,2023-01-22,"1:24:14 PM",103,103,"Hot Dog",American,9
2921,1288,2023-01-22,"5:10:07 PM",103,103,"Hot Dog",American,9
2940,1296,2023-01-22,"5:46:53 PM",103,103,"Hot Dog",American,9
3011,1326,2023-01-23,"12:00:54 PM",103,103,"Hot Dog",American,9
3039,1341,2023-01-23,"2:15:37 PM",103,103,"Hot Dog",American,9
3254,1442,2023-01-24,"8:21:20 PM",103,103,"Hot Dog",American,9
3265,1446,2023-01-24,"8:40:47 PM",103,103,"Hot Dog",American,9
3350,1481,2023-01-25,"6:12:26 PM",103,103,"Hot Dog",American,9
3354,1483,2023-01-25,"6:39:10 PM",103,103,"Hot Dog",American,9
3435,1520,2023-01-26,"2:25:20 PM",103,103,"Hot Dog",American,9
3469,1538,2023-01-26,"5:06:36 PM",103,103,"Hot Dog",American,9
3510,1561,2023-01-27,"12:56:35 PM",103,103,"Hot Dog",American,9
3569,1583,2023-01-27,"5:01:03 PM",103,103,"Hot Dog",American,9
3585,1590,2023-01-27,"5:56:16 PM",103,103,"Hot Dog",American,9
3704,1643,2023-01-28,"2:46:45 PM",103,103,"Hot Dog",American,9
3746,1661,2023-01-28,"7:05:34 PM",103,103,"Hot Dog",American,9
3832,1704,2023-01-29,"6:15:40 PM",103,103,"Hot Dog",American,9
3892,1734,2023-01-30,"12:36:42 PM",103,103,"Hot Dog",American,9
3905,1737,2023-01-30,"1:41:21 PM",103,103,"Hot Dog",American,9
3913,1740,2023-01-30,"2:14:17 PM",103,103,"Hot Dog",American,9
3940,1754,2023-01-30,"5:11:32 PM",103,103,"Hot Dog",American,9
3968,1768,2023-01-30,"7:28:42 PM",103,103,"Hot Dog",American,9
3971,1770,2023-01-30,"7:31:17 PM",103,103,"Hot Dog",American,9
4078,1814,2023-01-31,"5:24:47 PM",103,103,"Hot Dog",American,9
4097,1821,2023-01-31,"6:14:53 PM",103,103,"Hot Dog",American,9
4198,1865,2023-02-01,"2:09:37 PM",103,103,"Hot Dog",American,9
4280,1898,2023-02-01,"5:34:26 PM",103,103,"Hot Dog",American,9
4281,1899,2023-02-01,"5:35:39 PM",103,103,"Hot Dog",American,9
4368,1946,2023-02-02,"1:01:49 PM",103,103,"Hot Dog",American,9
4391,1957,2023-02-02,"2:50:01 PM",103,103,"Hot Dog",American,9
4448,1977,2023-02-02,"6:27:37 PM",103,103,"Hot Dog",American,9
4452,1981,2023-02-02,"7:10:40 PM",103,103,"Hot Dog",American,9
4467,1987,2023-02-02,"8:09:54 PM",103,103,"Hot Dog",American,9
4478,1992,2023-02-02,"9:48:32 PM",103,103,"Hot Dog",American,9
4526,2005,2023-02-03,"12:32:02 PM",103,103,"Hot Dog",American,9
4529,2006,2023-02-03,"12:35:28 PM",103,103,"Hot Dog",American,9
4541,2011,2023-02-03,"1:01:28 PM",103,103,"Hot Dog",American,9
4653,2064,2023-02-04,"12:26:39 PM",103,103,"Hot Dog",American,9
4769,2111,2023-02-04,"9:28:44 PM",103,103,"Hot Dog",American,9
4773,2113,2023-02-04,"10:16:08 PM",103,103,"Hot Dog",American,9
4889,2164,2023-02-05,"8:23:49 PM",103,103,"Hot Dog",American,9
4934,2185,2023-02-06,"12:54:25 PM",103,103,"Hot Dog",American,9
4954,2189,2023-02-06,"1:14:59 PM",103,103,"Hot Dog",American,9
5075,2248,2023-02-07,"1:22:06 PM",103,103,"Hot Dog",American,9
5121,2267,2023-02-07,"5:22:30 PM",103,103,"Hot Dog",American,9
5140,2276,2023-02-07,"6:44:16 PM",103,103,"Hot Dog",American,9
5154,2283,2023-02-07,"7:34:04 PM",103,103,"Hot Dog",American,9
5197,2303,2023-02-08,"12:10:20 PM",103,103,"Hot Dog",American,9
5211,2309,2023-02-08,"1:06:36 PM",103,103,"Hot Dog",American,9
5242,2322,2023-02-08,"3:46:13 PM",103,103,"Hot Dog",American,9
5264,2332,2023-02-08,"5:53:01 PM",103,103,"Hot Dog",American,9
5386,2380,2023-02-09,"4:22:26 PM",103,103,"Hot Dog",American,9
5411,2392,2023-02-09,"6:05:44 PM",103,103,"Hot Dog",American,9
5587,2474,2023-02-11,"12:02:54 PM",103,103,"Hot Dog",American,9
5591,2477,2023-02-11,"12:20:06 PM",103,103,"Hot Dog",American,9
5611,2486,2023-02-11,"1:30:45 PM",103,103,"Hot Dog",American,9
5674,2515,2023-02-11,"6:46:12 PM",103,103,"Hot Dog",American,9
5736,2543,2023-02-12,"12:00:00 PM",103,103,"Hot Dog",American,9
5779,2561,2023-02-12,"2:28:55 PM",103,103,"Hot Dog",American,9
5788,2565,2023-02-12,"3:04:49 PM",103,103,"Hot Dog",American,9
5853,2596,2023-02-13,"11:27:46 AM",103,103,"Hot Dog",American,9
5866,2602,2023-02-13,"12:10:01 PM",103,103,"Hot Dog",American,9
5867,2602,2023-02-13,"12:10:01 PM",103,103,"Hot Dog",American,9
5953,2638,2023-02-13,"6:27:27 PM",103,103,"Hot Dog",American,9
6053,2684,2023-02-14,"5:02:18 PM",103,103,"Hot Dog",American,9
6115,2710,2023-02-14,"8:00:00 PM",103,103,"Hot Dog",American,9
6155,2725,2023-02-15,"11:52:00 AM",103,103,"Hot Dog",American,9
6170,2728,2023-02-15,"12:12:02 PM",103,103,"Hot Dog",American,9
6192,2740,2023-02-15,"4:32:41 PM",103,103,"Hot Dog",American,9
6273,2776,2023-02-15,"9:44:18 PM",103,103,"Hot Dog",American,9
6298,2786,2023-02-16,"12:18:19 PM",103,103,"Hot Dog",American,9
6318,2793,2023-02-16,"1:12:48 PM",103,103,"Hot Dog",American,9
6329,2798,2023-02-16,"2:39:07 PM",103,103,"Hot Dog",American,9
6334,2800,2023-02-16,"3:46:10 PM",103,103,"Hot Dog",American,9
6385,2824,2023-02-16,"7:55:28 PM",103,103,"Hot Dog",American,9
6415,2841,2023-02-17,"1:25:44 PM",103,103,"Hot Dog",American,9
6442,2851,2023-02-17,"2:23:26 PM",103,103,"Hot Dog",American,9
6464,2858,2023-02-17,"4:52:53 PM",103,103,"Hot Dog",American,9
6524,2889,2023-02-18,"11:22:20 AM",103,103,"Hot Dog",American,9
6844,3022,2023-02-20,"1:24:12 PM",103,103,"Hot Dog",American,9
6946,3066,2023-02-20,"8:12:43 PM",103,103,"Hot Dog",American,9
7084,3127,2023-02-21,"8:40:10 PM",103,103,"Hot Dog",American,9
7112,3138,2023-02-22,"1:02:28 PM",103,103,"Hot Dog",American,9
7179,3167,2023-02-22,"9:13:36 PM",103,103,"Hot Dog",American,9
7236,3189,2023-02-23,"1:59:04 PM",103,103,"Hot Dog",American,9
7250,3195,2023-02-23,"4:24:11 PM",103,103,"Hot Dog",American,9
7301,3217,2023-02-23,"7:56:16 PM",103,103,"Hot Dog",American,9
7322,3227,2023-02-24,"11:57:44 AM",103,103,"Hot Dog",American,9
7483,3293,2023-02-25,"12:41:42 PM",103,103,"Hot Dog",American,9
7501,3304,2023-02-25,"1:36:09 PM",103,103,"Hot Dog",American,9
7560,3330,2023-02-25,"6:58:00 PM",103,103,"Hot Dog",American,9
7572,3337,2023-02-25,"8:15:01 PM",103,103,"Hot Dog",American,9
7679,3382,2023-02-26,"5:24:43 PM",103,103,"Hot Dog",American,9
7717,3398,2023-02-26,"7:49:51 PM",103,103,"Hot Dog",American,9
7742,3409,2023-02-27,"12:29:39 PM",103,103,"Hot Dog",American,9
7771,3419,2023-02-27,"1:36:13 PM",103,103,"Hot Dog",American,9
7821,3440,2023-02-27,"5:38:36 PM",103,103,"Hot Dog",American,9
7947,3493,2023-02-28,"4:30:08 PM",103,103,"Hot Dog",American,9
7972,3502,2023-02-28,"6:02:19 PM",103,103,"Hot Dog",American,9
8149,3581,2023-03-02,"11:52:25 AM",103,103,"Hot Dog",American,9
8165,3584,2023-03-02,"12:30:47 PM",103,103,"Hot Dog",American,9
8303,3648,2023-03-03,"1:05:06 PM",103,103,"Hot Dog",American,9
8322,3654,2023-03-03,"1:38:34 PM",103,103,"Hot Dog",American,9
8358,3663,2023-03-03,"3:47:14 PM",103,103,"Hot Dog",American,9
8368,3667,2023-03-03,"4:46:19 PM",103,103,"Hot Dog",American,9
8386,3675,2023-03-03,"6:18:27 PM",103,103,"Hot Dog",American,9
8414,3689,2023-03-03,"9:41:41 PM",103,103,"Hot Dog",American,9
8423,3692,2023-03-04,"11:31:04 AM",103,103,"Hot Dog",American,9
8484,3715,2023-03-04,"2:51:20 PM",103,103,"Hot Dog",American,9
8507,3727,2023-03-04,"5:16:34 PM",103,103,"Hot Dog",American,9
8508,3728,2023-03-04,"5:30:38 PM",103,103,"Hot Dog",American,9
8518,3730,2023-03-04,"5:55:40 PM",103,103,"Hot Dog",American,9
8555,3747,2023-03-04,"8:48:13 PM",103,103,"Hot Dog",American,9
8673,3799,2023-03-05,"5:25:14 PM",103,103,"Hot Dog",American,9
8715,3821,2023-03-06,"12:29:52 PM",103,103,"Hot Dog",American,9
8724,3823,2023-03-06,"12:31:40 PM",103,103,"Hot Dog",American,9
8765,3844,2023-03-06,"3:59:29 PM",103,103,"Hot Dog",American,9
8776,3851,2023-03-06,"5:15:19 PM",103,103,"Hot Dog",American,9
8802,3861,2023-03-06,"7:15:15 PM",103,103,"Hot Dog",American,9
8882,3892,2023-03-07,"3:00:38 PM",103,103,"Hot Dog",American,9
8891,3896,2023-03-07,"4:09:05 PM",103,103,"Hot Dog",American,9
8894,3898,2023-03-07,"4:15:17 PM",103,103,"Hot Dog",American,9
8978,3935,2023-03-07,"10:42:37 PM",103,103,"Hot Dog",American,9
9003,3943,2023-03-08,"12:37:23 PM",103,103,"Hot Dog",American,9
9004,3944,2023-03-08,"12:58:48 PM",103,103,"Hot Dog",American,9
9055,3971,2023-03-08,"5:13:18 PM",103,103,"Hot Dog",American,9
9107,3993,2023-03-08,"8:29:17 PM",103,103,"Hot Dog",American,9
9116,3999,2023-03-08,"9:47:00 PM",103,103,"Hot Dog",American,9
9146,4012,2023-03-09,"1:17:54 PM",103,103,"Hot Dog",American,9
9187,4025,2023-03-09,"4:38:56 PM",103,103,"Hot Dog",American,9
9213,4036,2023-03-09,"5:56:04 PM",103,103,"Hot Dog",American,9
9235,4047,2023-03-09,"7:41:26 PM",103,103,"Hot Dog",American,9
9265,4060,2023-03-10,"12:25:20 PM",103,103,"Hot Dog",American,9
9287,4068,2023-03-10,"12:56:40 PM",103,103,"Hot Dog",American,9
9414,4123,2023-03-11,"12:53:38 PM",103,103,"Hot Dog",American,9
9487,4154,2023-03-11,"5:11:37 PM",103,103,"Hot Dog",American,9
9513,4167,2023-03-11,"6:46:52 PM",103,103,"Hot Dog",American,9
9561,4187,2023-03-12,"12:44:27 PM",103,103,"Hot Dog",American,9
9695,4246,2023-03-13,"2:29:34 PM",103,103,"Hot Dog",American,9
9719,4257,2023-03-13,"5:15:09 PM",103,103,"Hot Dog",American,9
9813,4297,2023-03-13,"10:06:21 PM",103,103,"Hot Dog",American,9
9866,4317,2023-03-14,"3:50:39 PM",103,103,"Hot Dog",American,9
10012,4382,2023-03-15,"4:33:38 PM",103,103,"Hot Dog",American,9
10019,4385,2023-03-15,"5:13:38 PM",103,103,"Hot Dog",American,9
10103,4423,2023-03-16,"1:25:45 PM",103,103,"Hot Dog",American,9
10142,4441,2023-03-16,"4:57:19 PM",103,103,"Hot Dog",American,9
10191,4464,2023-03-16,"7:28:38 PM",103,103,"Hot Dog",American,9
10225,4479,2023-03-17,"1:33:20 PM",103,103,"Hot Dog",American,9
10255,4486,2023-03-17,"2:32:42 PM",103,103,"Hot Dog",American,9
10328,4518,2023-03-17,"7:06:28 PM",103,103,"Hot Dog",American,9
10499,4603,2023-03-19,"11:24:09 AM",103,103,"Hot Dog",American,9
10509,4608,2023-03-19,"11:45:56 AM",103,103,"Hot Dog",American,9
10537,4619,2023-03-19,"1:21:51 PM",103,103,"Hot Dog",American,9
10562,4625,2023-03-19,"3:42:30 PM",103,103,"Hot Dog",American,9
10589,4637,2023-03-19,"6:04:27 PM",103,103,"Hot Dog",American,9
10629,4653,2023-03-19,"8:16:45 PM",103,103,"Hot Dog",American,9
10653,4665,2023-03-20,"12:39:39 PM",103,103,"Hot Dog",American,9
10733,4702,2023-03-20,"6:54:47 PM",103,103,"Hot Dog",American,9
10770,4719,2023-03-20,"9:21:56 PM",103,103,"Hot Dog",American,9
10792,4728,2023-03-21,"11:48:59 AM",103,103,"Hot Dog",American,9
10801,4731,2023-03-21,"12:50:12 PM",103,103,"Hot Dog",American,9
10970,4806,2023-03-22,"6:14:21 PM",103,103,"Hot Dog",American,9
10976,4808,2023-03-22,"6:57:35 PM",103,103,"Hot Dog",American,9
11021,4831,2023-03-23,"12:46:10 PM",103,103,"Hot Dog",American,9
11024,4834,2023-03-23,"12:51:24 PM",103,103,"Hot Dog",American,9
11045,4838,2023-03-23,"1:14:04 PM",103,103,"Hot Dog",American,9
11051,4840,2023-03-23,"1:42:58 PM",103,103,"Hot Dog",American,9
11089,4859,2023-03-23,"5:30:36 PM",103,103,"Hot Dog",American,9
11106,4868,2023-03-23,"7:39:40 PM",103,103,"Hot Dog",American,9
11147,4891,2023-03-24,"12:26:41 PM",103,103,"Hot Dog",American,9
11162,4894,2023-03-24,"12:54:29 PM",103,103,"Hot Dog",American,9
11192,4911,2023-03-24,"4:50:08 PM",103,103,"Hot Dog",American,9
11264,4944,2023-03-25,"11:53:50 AM",103,103,"Hot Dog",American,9
11355,4987,2023-03-25,"8:34:13 PM",103,103,"Hot Dog",American,9
11393,5009,2023-03-26,"12:45:57 PM",103,103,"Hot Dog",American,9
11438,5026,2023-03-26,"3:16:07 PM",103,103,"Hot Dog",American,9
11478,5047,2023-03-26,"6:23:08 PM",103,103,"Hot Dog",American,9
11513,5064,2023-03-27,"11:58:27 AM",103,103,"Hot Dog",American,9
11570,5088,2023-03-27,"4:12:26 PM",103,103,"Hot Dog",American,9
11572,5089,2023-03-27,"4:12:46 PM",103,103,"Hot Dog",American,9
11805,5189,2023-03-28,"8:48:40 PM",103,103,"Hot Dog",American,9
11809,5190,2023-03-28,"10:27:17 PM",103,103,"Hot Dog",American,9
11820,5197,2023-03-29,"12:07:16 PM",103,103,"Hot Dog",American,9
11844,5202,2023-03-29,"1:00:19 PM",103,103,"Hot Dog",American,9
11862,5208,2023-03-29,"2:15:37 PM",103,103,"Hot Dog",American,9
11913,5230,2023-03-29,"6:37:13 PM",103,103,"Hot Dog",American,9
11944,5247,2023-03-30,"10:50:46 AM",103,103,"Hot Dog",American,9
11984,5265,2023-03-30,"1:29:48 PM",103,103,"Hot Dog",American,9
11996,5269,2023-03-30,"3:05:00 PM",103,103,"Hot Dog",American,9
12044,5292,2023-03-30,"6:36:47 PM",103,103,"Hot Dog",American,9
12068,5305,2023-03-30,"9:34:09 PM",103,103,"Hot Dog",American,9
12071,5307,2023-03-30,"9:44:36 PM",103,103,"Hot Dog",American,9
12098,5317,2023-03-31,"1:04:13 PM",103,103,"Hot Dog",American,9
12105,5318,2023-03-31,"1:11:16 PM",103,103,"Hot Dog",American,9
12109,5320,2023-03-31,"1:22:56 PM",103,103,"Hot Dog",American,9
12170,5345,2023-03-31,"5:30:29 PM",103,103,"Hot Dog",American,9
12181,5350,2023-03-31,"5:54:10 PM",103,103,"Hot Dog",American,9
12206,5361,2023-03-31,"7:40:42 PM",103,103,"Hot Dog",American,9
12215,5364,2023-03-31,"8:16:14 PM",103,103,"Hot Dog",American,9
32,12,2023-01-01,"1:04:41 PM",104,104,"Veggie Burger",American,10.5
112,46,2023-01-01,"6:25:51 PM",104,104,"Veggie Burger",American,10.5
117,48,2023-01-01,"6:26:42 PM",104,104,"Veggie Burger",American,10.5
143,60,2023-01-01,"8:05:16 PM",104,104,"Veggie Burger",American,10.5
213,91,2023-01-02,"3:14:43 PM",104,104,"Veggie Burger",American,10.5
308,131,2023-01-02,"9:33:10 PM",104,104,"Veggie Burger",American,10.5
345,144,2023-01-03,"1:44:28 PM",104,104,"Veggie Burger",American,10.5
370,155,2023-01-03,"3:28:59 PM",104,104,"Veggie Burger",American,10.5
472,201,2023-01-03,"10:29:59 PM",104,104,"Veggie Burger",American,10.5
565,245,2023-01-04,"8:28:41 PM",104,104,"Veggie Burger",American,10.5
614,271,2023-01-05,"2:22:19 PM",104,104,"Veggie Burger",American,10.5
734,320,2023-01-06,"12:46:40 PM",104,104,"Veggie Burger",American,10.5
737,322,2023-01-06,"1:02:13 PM",104,104,"Veggie Burger",American,10.5
847,373,2023-01-07,"11:45:18 AM",104,104,"Veggie Burger",American,10.5
876,387,2023-01-07,"1:03:14 PM",104,104,"Veggie Burger",American,10.5
899,394,2023-01-07,"2:02:18 PM",104,104,"Veggie Burger",American,10.5
928,404,2023-01-07,"4:39:27 PM",104,104,"Veggie Burger",American,10.5
953,418,2023-01-07,"6:40:11 PM",104,104,"Veggie Burger",American,10.5
963,421,2023-01-07,"7:21:58 PM",104,104,"Veggie Burger",American,10.5
1128,492,2023-01-08,"7:06:21 PM",104,104,"Veggie Burger",American,10.5
1157,507,2023-01-09,"12:06:03 PM",104,104,"Veggie Burger",American,10.5
1173,515,2023-01-09,"1:07:37 PM",104,104,"Veggie Burger",American,10.5
1231,543,2023-01-09,"6:23:59 PM",104,104,"Veggie Burger",American,10.5
1386,617,2023-01-10,"8:27:26 PM",104,104,"Veggie Burger",American,10.5
1442,640,2023-01-11,"1:28:08 PM",104,104,"Veggie Burger",American,10.5
1472,652,2023-01-11,"4:03:38 PM",104,104,"Veggie Burger",American,10.5
1510,671,2023-01-11,"7:18:42 PM",104,104,"Veggie Burger",American,10.5
1515,674,2023-01-11,"7:33:05 PM",104,104,"Veggie Burger",American,10.5
1530,680,2023-01-11,"9:07:30 PM",104,104,"Veggie Burger",American,10.5
1534,683,2023-01-12,"11:39:08 AM",104,104,"Veggie Burger",American,10.5
1566,700,2023-01-12,"2:31:13 PM",104,104,"Veggie Burger",American,10.5
1646,735,2023-01-12,"8:35:34 PM",104,104,"Veggie Burger",American,10.5
1656,740,2023-01-13,"12:29:51 PM",104,104,"Veggie Burger",American,10.5
1701,756,2023-01-13,"3:55:11 PM",104,104,"Veggie Burger",American,10.5
1738,774,2023-01-13,"6:31:07 PM",104,104,"Veggie Burger",American,10.5
1861,826,2023-01-14,"6:06:14 PM",104,104,"Veggie Burger",American,10.5
1866,828,2023-01-14,"6:23:55 PM",104,104,"Veggie Burger",American,10.5
1876,831,2023-01-14,"6:38:20 PM",104,104,"Veggie Burger",American,10.5
1877,831,2023-01-14,"6:38:20 PM",104,104,"Veggie Burger",American,10.5
1882,834,2023-01-14,"7:25:16 PM",104,104,"Veggie Burger",American,10.5
2164,963,2023-01-16,"8:06:41 PM",104,104,"Veggie Burger",American,10.5
2250,1002,2023-01-17,"5:29:41 PM",104,104,"Veggie Burger",American,10.5
2272,1014,2023-01-17,"7:38:17 PM",104,104,"Veggie Burger",American,10.5
2333,1037,2023-01-18,"1:04:54 PM",104,104,"Veggie Burger",American,10.5
2391,1065,2023-01-18,"5:48:16 PM",104,104,"Veggie Burger",American,10.5
2448,1089,2023-01-19,"12:03:57 PM",104,104,"Veggie Burger",American,10.5
2467,1094,2023-01-19,"12:33:50 PM",104,104,"Veggie Burger",American,10.5
2470,1096,2023-01-19,"12:56:45 PM",104,104,"Veggie Burger",American,10.5
2496,1104,2023-01-19,"2:39:45 PM",104,104,"Veggie Burger",American,10.5
2587,1145,2023-01-20,"12:04:15 PM",104,104,"Veggie Burger",American,10.5
2598,1150,2023-01-20,"12:39:05 PM",104,104,"Veggie Burger",American,10.5
2760,1221,2023-01-21,"3:23:36 PM",104,104,"Veggie Burger",American,10.5
2799,1238,2023-01-21,"6:18:51 PM",104,104,"Veggie Burger",American,10.5
2808,1241,2023-01-21,"6:43:02 PM",104,104,"Veggie Burger",American,10.5
2851,1261,2023-01-22,"12:32:00 PM",104,104,"Veggie Burger",American,10.5
2870,1266,2023-01-22,"12:59:51 PM",104,104,"Veggie Burger",American,10.5
2880,1272,2023-01-22,"1:14:37 PM",104,104,"Veggie Burger",American,10.5
2887,1274,2023-01-22,"1:24:14 PM",104,104,"Veggie Burger",American,10.5
2910,1283,2023-01-22,"3:47:42 PM",104,104,"Veggie Burger",American,10.5
3131,1385,2023-01-23,"8:57:30 PM",104,104,"Veggie Burger",American,10.5
3151,1396,2023-01-24,"1:34:33 PM",104,104,"Veggie Burger",American,10.5
3222,1428,2023-01-24,"7:33:57 PM",104,104,"Veggie Burger",American,10.5
3342,1478,2023-01-25,"5:26:23 PM",104,104,"Veggie Burger",American,10.5
3468,1537,2023-01-26,"5:04:54 PM",104,104,"Veggie Burger",American,10.5
3593,1592,2023-01-27,"6:02:51 PM",104,104,"Veggie Burger",American,10.5
3598,1594,2023-01-27,"6:16:02 PM",104,104,"Veggie Burger",American,10.5
3646,1618,2023-01-28,"11:28:33 AM",104,104,"Veggie Burger",American,10.5
3689,1639,2023-01-28,"1:37:57 PM",104,104,"Veggie Burger",American,10.5
3761,1669,2023-01-29,"11:43:36 AM",104,104,"Veggie Burger",American,10.5
3776,1677,2023-01-29,"12:45:39 PM",104,104,"Veggie Burger",American,10.5
3829,1702,2023-01-29,"4:48:09 PM",104,104,"Veggie Burger",American,10.5
3869,1722,2023-01-29,"8:41:46 PM",104,104,"Veggie Burger",American,10.5
3893,1734,2023-01-30,"12:36:42 PM",104,104,"Veggie Burger",American,10.5
3906,1737,2023-01-30,"1:41:21 PM",104,104,"Veggie Burger",American,10.5
4024,1795,2023-01-31,"1:21:53 PM",104,104,"Veggie Burger",American,10.5
4040,1798,2023-01-31,"2:03:30 PM",104,104,"Veggie Burger",American,10.5
4183,1855,2023-02-01,"12:28:09 PM",104,104,"Veggie Burger",American,10.5
4319,1922,2023-02-01,"8:09:20 PM",104,104,"Veggie Burger",American,10.5
4388,1956,2023-02-02,"2:36:07 PM",104,104,"Veggie Burger",American,10.5
4392,1957,2023-02-02,"2:50:01 PM",104,104,"Veggie Burger",American,10.5
4470,1988,2023-02-02,"8:46:01 PM",104,104,"Veggie Burger",American,10.5
4567,2022,2023-02-03,"2:36:36 PM",104,104,"Veggie Burger",American,10.5
4634,2055,2023-02-03,"8:59:30 PM",104,104,"Veggie Burger",American,10.5
4648,2061,2023-02-04,"11:49:00 AM",104,104,"Veggie Burger",American,10.5
4707,2083,2023-02-04,"3:40:20 PM",104,104,"Veggie Burger",American,10.5
4799,2126,2023-02-05,"1:31:29 PM",104,104,"Veggie Burger",American,10.5
4928,2183,2023-02-06,"12:25:17 PM",104,104,"Veggie Burger",American,10.5
